lead_id,full_name,age,gender,occupation,annual_income,city,existing_policy,product_interested,website_visits,email_opens,calls_answered,form_submitted,last_interaction_days,lead_source,email,contact_number,conversion_target,income_to_premium_ratio,claim_frequency,is_fraud
LDX-5908,Large Lead User 4908,32,Other,Student,42290.14,Phoenix,True,Health,4,7,4,True,8,Organic,large_lead_4908@example.com,555-01409,0,83.7,1.12,0
LDX-5909,Large Lead User 4909,23,F,Teacher,87542.19,Chicago,True,Auto,9,3,5,True,12,Paid Search,large_lead_4909@example.com,555-01410,1,71.92,1.98,1
LDX-5910,Large Lead User 4910,41,F,Sales,45041.3,New York,True,Auto,4,0,0,True,14,Referral,large_lead_4910@example.com,555-01411,0,20.7,0.16,0
LDX-5911,Large Lead User 4911,38,M,Teacher,35193.78,Chicago,True,Auto,9,2,5,False,1,Social Media,large_lead_4911@example.com,555-01412,1,41.7,1.84,1
LDX-5912,Large Lead User 4912,54,M,Student,123696.26,Los Angeles,True,Life,19,2,1,True,17,Organic,large_lead_4912@example.com,555-01413,1,93.18,1.16,0
LDX-5913,Large Lead User 4913,54,F,Sales,132155.62,Houston,True,Home,15,6,2,True,23,Social Media,large_lead_4913@example.com,555-01414,1,21.13,1.92,1
LDX-5914,Large Lead User 4914,29,F,Engineer,92367.31,Houston,False,Health,15,9,2,False,23,Referral,large_lead_4914@example.com,555-01415,0,30.33,0.16,0
LDX-5915,Large Lead User 4915,48,Other,Doctor,64870.72,Los Angeles,True,Health,13,10,1,True,28,Referral,large_lead_4915@example.com,555-01416,0,49.43,0.95,0
LDX-5916,Large Lead User 4916,64,M,Engineer,111182.24,Chicago,True,Life,3,3,1,False,13,Organic,large_lead_4916@example.com,555-01417,0,30.96,0.2,0
LDX-5917,Large Lead User 4917,49,F,Doctor,117024.06,Houston,False,Health,8,8,5,False,25,Paid Search,large_lead_4917@example.com,555-01418,1,79.12,1.58,1
LDX-5918,Large Lead User 4918,28,M,Engineer,44662.81,Houston,True,Home,15,6,3,False,8,Paid Search,large_lead_4918@example.com,555-01419,1,37.25,0.2,0
LDX-5919,Large Lead User 4919,61,F,Sales,41560.04,Houston,False,Life,2,8,5,True,25,Organic,large_lead_4919@example.com,555-01420,0,99.16,0.93,0
LDX-5920,Large Lead User 4920,29,F,Teacher,76035.59,Houston,False,Home,10,4,3,False,15,Referral,large_lead_4920@example.com,555-01421,1,78.76,1.11,0
LDX-5921,Large Lead User 4921,58,F,Doctor,111002.95,Houston,False,Life,17,4,5,False,18,Organic,large_lead_4921@example.com,555-01422,1,12.53,1.71,1
LDX-5922,Large Lead User 4922,24,M,Sales,45383.77,Chicago,False,Health,11,5,2,True,26,Paid Search,large_lead_4922@example.com,555-01423,1,32.29,1.78,1
LDX-5923,Large Lead User 4923,63,Other,Doctor,67451.94,New York,False,Health,2,9,5,False,3,Social Media,large_lead_4923@example.com,555-01424,1,11.84,0.34,0
LDX-5924,Large Lead User 4924,52,Other,Teacher,100558.71,Chicago,False,Life,10,2,3,False,19,Social Media,large_lead_4924@example.com,555-01425,1,97.25,1.62,1
LDX-5925,Large Lead User 4925,34,M,Student,89634.21,New York,True,Life,2,4,4,True,7,Referral,large_lead_4925@example.com,555-01426,1,48.44,1.99,1
LDX-5926,Large Lead User 4926,44,M,Sales,125478.21,Houston,False,Health,20,10,2,True,17,Organic,large_lead_4926@example.com,555-01427,1,66.51,1.08,0
LDX-5927,Large Lead User 4927,55,Other,Student,133525.18,Phoenix,False,Auto,18,8,3,True,7,Social Media,large_lead_4927@example.com,555-01428,1,51.62,1.88,1
LDX-5928,Large Lead User 4928,37,M,Sales,48056.72,Chicago,False,Home,9,4,3,True,14,Referral,large_lead_4928@example.com,555-01429,0,31.46,0.13,0
LDX-5929,Large Lead User 4929,31,M,Teacher,53029.92,Los Angeles,False,Home,7,0,2,False,15,Social Media,large_lead_4929@example.com,555-01430,0,69.28,0.84,0
LDX-5930,Large Lead User 4930,33,F,Engineer,107315.26,Houston,False,Auto,1,6,5,True,16,Paid Search,large_lead_4930@example.com,555-01431,1,20.07,1.79,1
LDX-5931,Large Lead User 4931,69,M,Teacher,90029.82,Phoenix,True,Life,3,5,4,False,22,Paid Search,large_lead_4931@example.com,555-01432,0,94.2,1.86,1
LDX-5932,Large Lead User 4932,35,F,Student,47313.35,Chicago,True,Life,5,8,1,False,9,Referral,large_lead_4932@example.com,555-01433,0,71.45,1.18,0
LDX-5933,Large Lead User 4933,39,Other,Engineer,135532.02,New York,True,Life,4,8,2,False,16,Social Media,large_lead_4933@example.com,555-01434,0,67.51,0.04,0
LDX-5934,Large Lead User 4934,66,F,Doctor,73542.61,Chicago,True,Home,3,4,4,True,28,Paid Search,large_lead_4934@example.com,555-01435,0,92.43,0.02,0
LDX-5935,Large Lead User 4935,62,F,Sales,68062.12,Chicago,False,Auto,20,2,3,False,26,Organic,large_lead_4935@example.com,555-01436,1,41.67,1.65,0
LDX-5936,Large Lead User 4936,60,Other,Teacher,117507.79,Houston,True,Auto,17,6,5,True,11,Social Media,large_lead_4936@example.com,555-01437,1,38.23,0.1,0
LDX-5937,Large Lead User 4937,27,Other,Sales,43299.38,Chicago,False,Health,7,2,4,False,23,Paid Search,large_lead_4937@example.com,555-01438,0,71.87,1.53,0
LDX-5938,Large Lead User 4938,74,Other,Teacher,69309.65,New York,True,Home,9,1,1,False,3,Paid Search,large_lead_4938@example.com,555-01439,1,33.56,1.75,0
LDX-5939,Large Lead User 4939,32,Other,Engineer,35973.96,New York,False,Health,19,10,3,False,20,Organic,large_lead_4939@example.com,555-01440,1,30.2,0.74,0
LDX-5940,Large Lead User 4940,35,F,Teacher,52865.3,Houston,True,Health,8,2,2,True,24,Social Media,large_lead_4940@example.com,555-01441,1,97.85,1.71,1
LDX-5941,Large Lead User 4941,37,M,Doctor,104121.63,Houston,True,Health,7,6,2,False,19,Organic,large_lead_4941@example.com,555-01442,0,18.58,0.02,0
LDX-5942,Large Lead User 4942,25,Other,Engineer,36253.51,New York,False,Health,7,4,3,False,30,Social Media,large_lead_4942@example.com,555-01443,0,21.9,1.34,0
LDX-5943,Large Lead User 4943,57,F,Student,34935.0,Houston,True,Life,5,1,2,False,6,Organic,large_lead_4943@example.com,555-01444,0,98.07,1.76,1
LDX-5944,Large Lead User 4944,53,F,Student,134601.55,Chicago,False,Home,8,5,5,False,12,Paid Search,large_lead_4944@example.com,555-01445,1,60.01,1.75,1
LDX-5945,Large Lead User 4945,64,F,Teacher,106398.26,Houston,False,Auto,14,7,0,True,7,Referral,large_lead_4945@example.com,555-01446,1,42.09,0.07,0
LDX-5946,Large Lead User 4946,67,M,Teacher,97302.54,Chicago,True,Home,14,8,3,False,4,Paid Search,large_lead_4946@example.com,555-01447,1,62.52,0.25,0
LDX-5947,Large Lead User 4947,22,M,Doctor,93121.85,New York,False,Auto,18,6,1,False,14,Organic,large_lead_4947@example.com,555-01448,1,85.33,1.0,0
LDX-5948,Large Lead User 4948,31,Other,Engineer,33464.94,Chicago,True,Health,14,5,5,True,22,Paid Search,large_lead_4948@example.com,555-01449,1,87.7,0.54,0
LDX-5949,Large Lead User 4949,73,F,Doctor,107237.28,Los Angeles,True,Health,10,1,0,True,24,Paid Search,large_lead_4949@example.com,555-01450,0,24.66,0.76,0
LDX-5950,Large Lead User 4950,71,F,Student,78287.55,Los Angeles,False,Auto,20,5,5,True,5,Referral,large_lead_4950@example.com,555-01451,1,50.09,0.86,0
LDX-5951,Large Lead User 4951,46,M,Sales,87172.76,Houston,True,Auto,18,8,4,False,14,Referral,large_lead_4951@example.com,555-01452,1,70.88,0.74,0
LDX-5952,Large Lead User 4952,63,F,Engineer,112348.38,Houston,False,Home,4,2,3,False,17,Paid Search,large_lead_4952@example.com,555-01453,0,57.08,0.58,0
LDX-5953,Large Lead User 4953,40,M,Sales,98224.28,Phoenix,False,Life,17,4,0,True,30,Organic,large_lead_4953@example.com,555-01454,1,20.25,0.85,0
LDX-5954,Large Lead User 4954,64,Other,Sales,85545.47,Houston,False,Life,5,2,3,True,2,Paid Search,large_lead_4954@example.com,555-01455,0,17.04,0.6,0
LDX-5955,Large Lead User 4955,60,Other,Sales,61118.12,Houston,False,Health,3,4,3,False,18,Referral,large_lead_4955@example.com,555-01456,0,82.42,0.03,0
LDX-5956,Large Lead User 4956,27,M,Teacher,45010.74,Houston,True,Home,0,6,1,True,4,Organic,large_lead_4956@example.com,555-01457,0,37.08,0.38,0
LDX-5957,Large Lead User 4957,51,F,Sales,47779.88,New York,False,Home,13,3,0,False,4,Referral,large_lead_4957@example.com,555-01458,1,14.58,1.41,0
LDX-5958,Large Lead User 4958,22,F,Engineer,42319.62,Houston,False,Health,13,8,3,False,28,Paid Search,large_lead_4958@example.com,555-01459,1,74.29,1.46,0
LDX-5959,Large Lead User 4959,55,F,Engineer,32282.36,Houston,False,Health,18,6,2,True,18,Paid Search,large_lead_4959@example.com,555-01460,0,35.92,0.83,0
LDX-5960,Large Lead User 4960,34,Other,Sales,86308.85,Los Angeles,False,Health,14,6,1,False,17,Referral,large_lead_4960@example.com,555-01461,0,81.98,0.68,0
LDX-5961,Large Lead User 4961,32,M,Student,104621.09,Houston,True,Health,9,7,5,False,24,Paid Search,large_lead_4961@example.com,555-01462,1,28.85,0.35,0
LDX-5962,Large Lead User 4962,25,M,Doctor,149911.35,Houston,True,Home,11,1,2,True,12,Referral,large_lead_4962@example.com,555-01463,1,33.2,1.72,1
LDX-5963,Large Lead User 4963,43,M,Engineer,124186.3,Houston,False,Auto,1,1,4,True,9,Organic,large_lead_4963@example.com,555-01464,0,55.66,1.75,1
LDX-5964,Large Lead User 4964,32,M,Teacher,105591.13,Chicago,False,Home,6,1,2,True,6,Referral,large_lead_4964@example.com,555-01465,0,97.27,1.52,1
LDX-5965,Large Lead User 4965,71,Other,Sales,122283.98,Chicago,True,Home,7,8,3,False,11,Paid Search,large_lead_4965@example.com,555-01466,1,22.42,0.53,0
LDX-5966,Large Lead User 4966,49,M,Student,79609.13,New York,True,Life,13,5,3,False,28,Paid Search,large_lead_4966@example.com,555-01467,0,49.07,1.89,1
LDX-5967,Large Lead User 4967,47,Other,Doctor,121103.09,Houston,False,Life,20,5,1,False,29,Organic,large_lead_4967@example.com,555-01468,0,84.43,1.96,1
LDX-5968,Large Lead User 4968,55,Other,Sales,103248.13,Chicago,False,Home,4,4,5,True,13,Organic,large_lead_4968@example.com,555-01469,1,58.37,1.09,0
LDX-5969,Large Lead User 4969,46,Other,Doctor,117011.84,Los Angeles,True,Auto,4,8,4,False,18,Paid Search,large_lead_4969@example.com,555-01470,1,84.9,1.1,0
LDX-5970,Large Lead User 4970,41,F,Engineer,117181.11,New York,True,Health,16,4,0,True,24,Referral,large_lead_4970@example.com,555-01471,1,40.51,1.25,0
LDX-5971,Large Lead User 4971,37,Other,Teacher,126646.51,Chicago,False,Life,18,10,4,True,23,Referral,large_lead_4971@example.com,555-01472,1,56.77,1.07,0
LDX-5972,Large Lead User 4972,37,Other,Sales,42627.23,Houston,True,Auto,16,0,4,False,7,Paid Search,large_lead_4972@example.com,555-01473,1,52.86,0.2,0
LDX-5973,Large Lead User 4973,50,Other,Sales,39368.72,Houston,False,Health,16,2,3,True,19,Paid Search,large_lead_4973@example.com,555-01474,1,53.63,1.74,1
LDX-5974,Large Lead User 4974,51,M,Student,45526.22,Chicago,True,Health,16,1,4,True,4,Social Media,large_lead_4974@example.com,555-01475,1,61.46,0.07,0
LDX-5975,Large Lead User 4975,24,M,Teacher,92733.3,Phoenix,False,Auto,3,4,2,False,10,Paid Search,large_lead_4975@example.com,555-01476,1,26.48,0.97,0
LDX-5976,Large Lead User 4976,69,F,Student,88655.24,Houston,False,Health,3,7,4,True,12,Paid Search,large_lead_4976@example.com,555-01477,1,55.43,0.96,0
LDX-5977,Large Lead User 4977,51,Other,Sales,121401.45,Houston,True,Health,14,5,1,True,28,Referral,large_lead_4977@example.com,555-01478,1,76.23,1.25,0
LDX-5978,Large Lead User 4978,63,Other,Engineer,40623.59,Phoenix,True,Home,5,9,5,True,1,Paid Search,large_lead_4978@example.com,555-01479,0,77.55,1.41,0
LDX-5979,Large Lead User 4979,54,M,Teacher,137623.71,Phoenix,False,Auto,3,8,5,False,30,Referral,large_lead_4979@example.com,555-01480,0,63.0,0.55,0
LDX-5980,Large Lead User 4980,53,F,Doctor,133436.92,New York,True,Auto,0,8,2,True,14,Social Media,large_lead_4980@example.com,555-01481,0,22.96,1.06,0
LDX-5981,Large Lead User 4981,38,Other,Engineer,122196.56,Chicago,False,Auto,4,5,2,True,14,Referral,large_lead_4981@example.com,555-01482,1,90.37,1.92,1
LDX-5982,Large Lead User 4982,38,Other,Student,75061.58,Houston,True,Life,3,0,0,False,7,Referral,large_lead_4982@example.com,555-01483,0,59.78,0.47,0
LDX-5983,Large Lead User 4983,26,Other,Engineer,88100.58,Los Angeles,True,Life,13,9,5,False,8,Referral,large_lead_4983@example.com,555-01484,1,17.55,1.11,0
LDX-5984,Large Lead User 4984,62,F,Student,90051.88,Houston,True,Auto,4,7,2,False,18,Paid Search,large_lead_4984@example.com,555-01485,0,10.05,1.08,0
LDX-5985,Large Lead User 4985,52,Other,Doctor,62796.35,New York,True,Auto,8,4,5,True,13,Referral,large_lead_4985@example.com,555-01486,1,72.86,0.43,0
LDX-5986,Large Lead User 4986,75,Other,Doctor,46758.03,Chicago,False,Life,17,3,2,False,29,Social Media,large_lead_4986@example.com,555-01487,1,28.96,1.91,1
LDX-5987,Large Lead User 4987,60,F,Student,69414.87,Houston,False,Auto,4,10,5,True,30,Organic,large_lead_4987@example.com,555-01488,0,90.33,1.8,1
LDX-5988,Large Lead User 4988,74,Other,Engineer,110593.57,New York,False,Life,3,3,2,False,27,Organic,large_lead_4988@example.com,555-01489,0,29.94,0.77,0
LDX-5989,Large Lead User 4989,23,F,Doctor,121010.52,New York,False,Health,11,9,1,True,3,Organic,large_lead_4989@example.com,555-01490,1,27.65,1.62,1
LDX-5990,Large Lead User 4990,74,Other,Student,106612.33,Phoenix,True,Auto,3,9,2,True,19,Organic,large_lead_4990@example.com,555-01491,0,21.47,0.39,0
LDX-5991,Large Lead User 4991,58,Other,Student,132657.48,Phoenix,False,Health,16,0,5,False,26,Organic,large_lead_4991@example.com,555-01492,1,86.85,0.05,0
LDX-5992,Large Lead User 4992,42,M,Teacher,81905.78,New York,False,Health,13,8,2,False,4,Social Media,large_lead_4992@example.com,555-01493,1,10.46,0.72,0
LDX-5993,Large Lead User 4993,34,M,Teacher,70164.7,Chicago,False,Auto,18,10,0,True,24,Organic,large_lead_4993@example.com,555-01494,0,53.2,1.92,0
LDX-5994,Large Lead User 4994,73,F,Engineer,32882.82,Chicago,True,Auto,20,9,2,False,27,Organic,large_lead_4994@example.com,555-01495,1,66.28,0.48,0
LDX-5995,Large Lead User 4995,59,M,Engineer,44979.16,Houston,True,Life,1,9,0,False,13,Organic,large_lead_4995@example.com,555-01496,0,19.16,0.13,0
LDX-5996,Large Lead User 4996,25,Other,Student,97110.97,New York,False,Health,9,7,3,False,13,Organic,large_lead_4996@example.com,555-01497,0,40.57,0.47,0
LDX-5997,Large Lead User 4997,65,Other,Engineer,123951.5,Phoenix,True,Home,14,10,4,False,11,Social Media,large_lead_4997@example.com,555-01498,1,47.89,0.02,0
LDX-5998,Large Lead User 4998,68,F,Student,104502.11,Chicago,False,Home,5,2,1,False,5,Social Media,large_lead_4998@example.com,555-01499,1,64.3,0.62,0
LDX-5999,Large Lead User 4999,40,Other,Engineer,74259.6,Houston,False,Home,0,3,4,True,19,Organic,large_lead_4999@example.com,555-01500,1,40.74,0.47,0
LDX-6000,Large Lead User 5000,62,Other,Engineer,43359.73,Phoenix,False,Auto,8,0,1,True,8,Paid Search,large_lead_5000@example.com,555-01001,1,30.94,1.48,0
LDX-6001,Large Lead User 5001,60,F,Engineer,33184.32,Los Angeles,False,Life,6,4,5,True,21,Paid Search,large_lead_5001@example.com,555-01002,1,96.15,0.9,0
LDX-6002,Large Lead User 5002,43,Other,Engineer,42265.23,Houston,True,Life,12,10,0,False,12,Paid Search,large_lead_5002@example.com,555-01003,0,73.41,1.61,1
LDX-6003,Large Lead User 5003,24,Other,Doctor,109351.6,Los Angeles,False,Life,9,3,0,False,28,Organic,large_lead_5003@example.com,555-01004,1,64.82,0.56,0
LDX-6004,Large Lead User 5004,32,Other,Teacher,94096.79,Chicago,True,Home,7,0,1,False,15,Referral,large_lead_5004@example.com,555-01005,0,34.1,1.28,0
LDX-6005,Large Lead User 5005,35,M,Doctor,139576.33,Los Angeles,True,Life,18,9,5,False,11,Referral,large_lead_5005@example.com,555-01006,1,42.58,1.77,1
LDX-6006,Large Lead User 5006,30,M,Sales,91143.16,Houston,False,Life,2,8,0,True,28,Organic,large_lead_5006@example.com,555-01007,0,71.35,1.58,1
LDX-6007,Large Lead User 5007,56,Other,Doctor,120105.34,Phoenix,True,Auto,20,10,2,False,4,Paid Search,large_lead_5007@example.com,555-01008,1,23.76,0.01,0
LDX-6008,Large Lead User 5008,70,F,Teacher,49385.88,New York,True,Auto,16,1,0,False,20,Organic,large_lead_5008@example.com,555-01009,1,98.02,1.86,0
LDX-6009,Large Lead User 5009,56,Other,Sales,121900.13,Los Angeles,True,Life,4,6,5,False,16,Referral,large_lead_5009@example.com,555-01010,1,90.97,1.06,0
LDX-6010,Large Lead User 5010,50,M,Engineer,44520.5,New York,True,Auto,7,0,0,False,11,Organic,large_lead_5010@example.com,555-01011,0,56.27,1.18,0
LDX-6011,Large Lead User 5011,39,M,Sales,110277.33,Houston,True,Auto,6,1,4,False,5,Social Media,large_lead_5011@example.com,555-01012,0,48.12,1.15,0
LDX-6012,Large Lead User 5012,51,F,Engineer,133660.41,Los Angeles,True,Home,1,8,5,False,21,Paid Search,large_lead_5012@example.com,555-01013,1,47.97,0.81,0
LDX-6013,Large Lead User 5013,39,Other,Engineer,85515.37,New York,True,Home,2,6,3,False,26,Referral,large_lead_5013@example.com,555-01014,0,29.24,0.1,0
LDX-6014,Large Lead User 5014,47,F,Student,138293.14,Houston,True,Home,5,4,3,True,1,Organic,large_lead_5014@example.com,555-01015,1,62.13,1.57,1
LDX-6015,Large Lead User 5015,56,Other,Engineer,37314.91,Los Angeles,True,Auto,10,10,0,True,2,Referral,large_lead_5015@example.com,555-01016,0,20.79,1.71,1
LDX-6016,Large Lead User 5016,58,F,Doctor,59545.84,Los Angeles,False,Home,19,4,0,False,20,Paid Search,large_lead_5016@example.com,555-01017,1,70.45,1.13,0
LDX-6017,Large Lead User 5017,41,Other,Teacher,84866.95,Phoenix,False,Home,2,5,0,True,15,Paid Search,large_lead_5017@example.com,555-01018,0,43.26,0.2,0
LDX-6018,Large Lead User 5018,32,M,Student,82582.15,Chicago,True,Home,17,4,5,True,10,Organic,large_lead_5018@example.com,555-01019,0,76.82,1.31,0
LDX-6019,Large Lead User 5019,31,F,Engineer,62681.79,New York,False,Life,19,0,1,True,23,Social Media,large_lead_5019@example.com,555-01020,1,79.4,1.71,1
LDX-6020,Large Lead User 5020,62,M,Teacher,147575.75,Phoenix,True,Life,5,9,5,True,15,Referral,large_lead_5020@example.com,555-01021,1,21.47,0.02,0
LDX-6021,Large Lead User 5021,41,Other,Sales,73758.18,Phoenix,True,Home,1,2,2,True,7,Referral,large_lead_5021@example.com,555-01022,0,12.23,0.71,0
LDX-6022,Large Lead User 5022,69,Other,Engineer,140938.48,Houston,True,Health,13,3,5,True,28,Referral,large_lead_5022@example.com,555-01023,1,41.47,0.32,0
LDX-6023,Large Lead User 5023,74,M,Doctor,125441.46,Chicago,False,Life,7,0,1,True,1,Social Media,large_lead_5023@example.com,555-01024,1,26.07,0.56,0
LDX-6024,Large Lead User 5024,38,Other,Engineer,34590.86,Houston,True,Life,19,0,3,False,12,Organic,large_lead_5024@example.com,555-01025,1,56.79,1.21,0
LDX-6025,Large Lead User 5025,73,F,Engineer,94614.24,Chicago,False,Health,6,5,2,False,14,Social Media,large_lead_5025@example.com,555-01026,0,59.9,0.66,0
LDX-6026,Large Lead User 5026,34,Other,Engineer,80453.56,Chicago,False,Home,12,6,5,False,24,Referral,large_lead_5026@example.com,555-01027,1,49.76,0.6,0
LDX-6027,Large Lead User 5027,65,Other,Doctor,55644.17,New York,True,Life,15,3,5,True,6,Paid Search,large_lead_5027@example.com,555-01028,1,12.2,1.33,0
LDX-6028,Large Lead User 5028,37,Other,Sales,148072.32,Houston,False,Home,19,2,0,True,15,Organic,large_lead_5028@example.com,555-01029,1,80.06,0.39,0
LDX-6029,Large Lead User 5029,36,M,Sales,51106.4,Phoenix,False,Health,16,9,3,False,2,Referral,large_lead_5029@example.com,555-01030,1,90.75,0.24,0
LDX-6030,Large Lead User 5030,69,Other,Teacher,133379.39,Chicago,False,Auto,14,4,2,True,25,Social Media,large_lead_5030@example.com,555-01031,0,40.23,1.53,1
LDX-6031,Large Lead User 5031,56,F,Doctor,39669.32,Phoenix,False,Health,4,0,1,True,13,Referral,large_lead_5031@example.com,555-01032,0,45.05,0.13,0
LDX-6032,Large Lead User 5032,71,F,Sales,100089.53,Phoenix,True,Health,0,3,4,False,13,Referral,large_lead_5032@example.com,555-01033,0,53.71,0.6,0
LDX-6033,Large Lead User 5033,46,F,Student,70335.55,Phoenix,True,Auto,12,10,5,False,6,Paid Search,large_lead_5033@example.com,555-01034,1,88.02,1.96,1
LDX-6034,Large Lead User 5034,33,F,Doctor,36034.16,New York,False,Auto,12,8,2,True,7,Social Media,large_lead_5034@example.com,555-01035,1,30.18,1.76,1
LDX-6035,Large Lead User 5035,26,M,Teacher,123747.97,Houston,True,Home,20,7,0,False,25,Social Media,large_lead_5035@example.com,555-01036,1,25.1,1.68,1
LDX-6036,Large Lead User 5036,60,Other,Sales,145648.17,Houston,True,Auto,3,9,1,True,10,Organic,large_lead_5036@example.com,555-01037,1,72.75,0.62,0
LDX-6037,Large Lead User 5037,41,F,Doctor,132035.19,New York,False,Auto,19,6,0,False,26,Organic,large_lead_5037@example.com,555-01038,1,49.02,0.69,0
LDX-6038,Large Lead User 5038,45,Other,Sales,106270.21,Houston,False,Life,14,5,5,True,5,Organic,large_lead_5038@example.com,555-01039,1,35.1,1.93,1
LDX-6039,Large Lead User 5039,50,F,Teacher,59263.61,Houston,True,Life,14,4,4,False,20,Social Media,large_lead_5039@example.com,555-01040,1,89.23,0.99,0
LDX-6040,Large Lead User 5040,66,F,Student,135612.88,Los Angeles,False,Health,17,7,0,True,17,Organic,large_lead_5040@example.com,555-01041,1,36.48,1.44,0
LDX-6041,Large Lead User 5041,47,Other,Student,113014.46,Chicago,False,Health,9,4,5,False,19,Social Media,large_lead_5041@example.com,555-01042,1,30.75,0.69,0
LDX-6042,Large Lead User 5042,68,Other,Sales,53110.12,Chicago,False,Auto,3,3,5,False,18,Paid Search,large_lead_5042@example.com,555-01043,0,42.48,0.38,0
LDX-6043,Large Lead User 5043,41,M,Sales,31697.8,New York,True,Life,17,7,1,False,9,Referral,large_lead_5043@example.com,555-01044,1,40.66,0.58,0
LDX-6044,Large Lead User 5044,25,Other,Engineer,60297.41,Los Angeles,True,Life,15,1,0,True,27,Organic,large_lead_5044@example.com,555-01045,0,60.23,1.15,0
LDX-6045,Large Lead User 5045,48,Other,Sales,102758.12,Chicago,True,Auto,19,3,1,True,25,Social Media,large_lead_5045@example.com,555-01046,1,69.44,0.89,0
LDX-6046,Large Lead User 5046,32,F,Engineer,58783.82,Los Angeles,False,Life,17,7,0,True,6,Paid Search,large_lead_5046@example.com,555-01047,1,93.15,1.19,0
LDX-6047,Large Lead User 5047,72,Other,Teacher,124949.73,Chicago,True,Auto,18,0,5,True,26,Social Media,large_lead_5047@example.com,555-01048,1,63.55,1.09,0
LDX-6048,Large Lead User 5048,74,F,Student,98304.85,Phoenix,False,Health,9,1,3,True,4,Referral,large_lead_5048@example.com,555-01049,1,76.11,0.81,0
LDX-6049,Large Lead User 5049,60,Other,Doctor,60044.15,Phoenix,True,Home,2,7,1,False,22,Social Media,large_lead_5049@example.com,555-01050,0,26.33,1.9,0
LDX-6050,Large Lead User 5050,59,M,Doctor,82306.2,Houston,False,Life,15,10,0,False,16,Organic,large_lead_5050@example.com,555-01051,1,50.93,1.34,0
LDX-6051,Large Lead User 5051,42,Other,Sales,60287.86,Houston,True,Home,3,8,3,False,28,Referral,large_lead_5051@example.com,555-01052,0,66.29,1.32,0
LDX-6052,Large Lead User 5052,70,M,Engineer,36193.41,Phoenix,True,Home,8,4,4,True,5,Referral,large_lead_5052@example.com,555-01053,1,18.39,1.4,0
LDX-6053,Large Lead User 5053,75,Other,Doctor,139551.59,Houston,False,Health,14,3,0,False,21,Paid Search,large_lead_5053@example.com,555-01054,1,44.52,1.43,0
LDX-6054,Large Lead User 5054,60,Other,Doctor,90988.91,New York,False,Life,4,9,0,False,9,Paid Search,large_lead_5054@example.com,555-01055,0,50.19,0.68,0
LDX-6055,Large Lead User 5055,52,Other,Teacher,71414.87,Phoenix,False,Home,17,6,4,True,13,Social Media,large_lead_5055@example.com,555-01056,1,77.02,0.38,0
LDX-6056,Large Lead User 5056,67,M,Teacher,139611.62,Phoenix,False,Auto,12,7,3,True,22,Referral,large_lead_5056@example.com,555-01057,1,11.38,0.3,0
LDX-6057,Large Lead User 5057,31,Other,Sales,79197.43,New York,False,Health,20,5,1,False,3,Organic,large_lead_5057@example.com,555-01058,0,65.57,0.68,0
LDX-6058,Large Lead User 5058,37,M,Sales,105739.32,Los Angeles,False,Auto,9,0,1,False,24,Organic,large_lead_5058@example.com,555-01059,0,36.4,1.52,1
LDX-6059,Large Lead User 5059,45,M,Student,81682.41,Houston,True,Health,7,9,4,True,14,Paid Search,large_lead_5059@example.com,555-01060,0,51.5,0.34,0
LDX-6060,Large Lead User 5060,38,F,Student,85148.46,Chicago,False,Life,0,7,3,False,29,Paid Search,large_lead_5060@example.com,555-01061,0,99.94,0.15,0
LDX-6061,Large Lead User 5061,52,Other,Sales,42798.39,Chicago,True,Auto,12,9,4,False,12,Social Media,large_lead_5061@example.com,555-01062,0,79.82,0.59,0
LDX-6062,Large Lead User 5062,36,Other,Teacher,102847.8,New York,True,Life,11,7,1,True,21,Social Media,large_lead_5062@example.com,555-01063,1,75.91,1.51,1
LDX-6063,Large Lead User 5063,27,F,Student,139155.34,Phoenix,False,Home,10,4,5,False,14,Social Media,large_lead_5063@example.com,555-01064,1,77.19,1.08,0
LDX-6064,Large Lead User 5064,43,Other,Sales,126507.9,Phoenix,False,Auto,14,6,0,True,5,Social Media,large_lead_5064@example.com,555-01065,1,58.29,1.35,0
LDX-6065,Large Lead User 5065,51,M,Sales,74230.28,New York,False,Home,8,10,4,True,13,Referral,large_lead_5065@example.com,555-01066,0,91.84,0.22,0
LDX-6066,Large Lead User 5066,41,M,Teacher,107908.73,Phoenix,True,Health,3,7,1,False,2,Referral,large_lead_5066@example.com,555-01067,1,62.86,0.99,0
LDX-6067,Large Lead User 5067,68,Other,Doctor,48542.75,Los Angeles,False,Health,13,3,5,False,4,Organic,large_lead_5067@example.com,555-01068,1,98.28,1.88,1
LDX-6068,Large Lead User 5068,45,F,Engineer,95335.9,Los Angeles,True,Auto,20,5,2,True,2,Paid Search,large_lead_5068@example.com,555-01069,1,80.83,0.24,0
LDX-6069,Large Lead User 5069,35,M,Student,38233.22,New York,False,Home,17,2,1,False,19,Paid Search,large_lead_5069@example.com,555-01070,0,19.89,0.66,0
LDX-6070,Large Lead User 5070,23,Other,Sales,45816.39,Phoenix,True,Auto,11,7,1,False,19,Social Media,large_lead_5070@example.com,555-01071,1,56.19,0.1,0
LDX-6071,Large Lead User 5071,28,F,Sales,84240.65,New York,True,Health,7,6,4,False,2,Organic,large_lead_5071@example.com,555-01072,0,54.12,1.32,0
