customer_id,name,age,policy_type,premium_amount,renewal_history,claim_history,complaint_count,support_tickets,feedback,email,contact_number,churn_target,income_to_premium_ratio,claim_frequency,is_fraud
CUSTX-7806,Large Customer User 5806,44,Life,2883.78,6,4,0,3,Great service,large_cust_5806@example.com,555-02307,0,20.63,0.67,0
CUSTX-7807,Large Customer User 5807,43,Auto,796.38,7,2,2,7,Too expensive,large_cust_5807@example.com,555-02308,1,34.99,0.29,0
CUSTX-7808,Large Customer User 5808,40,Home,739.94,2,4,4,8,Great service,large_cust_5808@example.com,555-02309,0,26.98,2.0,1
CUSTX-7809,Large Customer User 5809,25,Life,1423.85,6,3,2,9,Great service,large_cust_5809@example.com,555-02310,0,37.23,0.5,0
CUSTX-7810,Large Customer User 5810,37,Auto,1611.01,4,2,3,7,Average,large_cust_5810@example.com,555-02311,1,41.16,0.5,0
CUSTX-7811,Large Customer User 5811,50,Auto,2318.4,8,5,2,2,Average,large_cust_5811@example.com,555-02312,0,45.15,0.62,0
CUSTX-7812,Large Customer User 5812,26,Auto,1583.44,5,5,5,8,Great service,large_cust_5812@example.com,555-02313,1,16.07,1.0,0
CUSTX-7813,Large Customer User 5813,70,Health,2680.29,3,1,1,10,Average,large_cust_5813@example.com,555-02314,1,10.93,0.33,0
CUSTX-7814,Large Customer User 5814,33,Home,2877.08,0,4,5,3,Great service,large_cust_5814@example.com,555-02315,1,23.82,4.0,1
CUSTX-7815,Large Customer User 5815,55,Life,2033.45,3,5,5,9,Too expensive,large_cust_5815@example.com,555-02316,1,44.38,1.67,0
CUSTX-7816,Large Customer User 5816,84,Home,1725.55,9,0,5,6,Great service,large_cust_5816@example.com,555-02317,1,48.33,0.0,0
CUSTX-7817,Large Customer User 5817,58,Life,1548.99,3,3,3,5,Great service,large_cust_5817@example.com,555-02318,1,20.64,1.0,0
CUSTX-7818,Large Customer User 5818,72,Life,2262.05,9,2,3,7,Will renew,large_cust_5818@example.com,555-02319,1,14.68,0.22,0
CUSTX-7819,Large Customer User 5819,74,Health,652.01,10,3,2,4,Poor support,large_cust_5819@example.com,555-02320,0,16.73,0.3,0
CUSTX-7820,Large Customer User 5820,28,Health,1170.79,5,3,5,3,Too expensive,large_cust_5820@example.com,555-02321,1,30.76,0.6,0
CUSTX-7821,Large Customer User 5821,43,Auto,1840.03,9,4,5,1,Great service,large_cust_5821@example.com,555-02322,1,41.11,0.44,0
CUSTX-7822,Large Customer User 5822,33,Life,2451.08,8,1,2,5,Will renew,large_cust_5822@example.com,555-02323,1,13.93,0.12,0
CUSTX-7823,Large Customer User 5823,42,Health,2595.37,4,2,3,3,Too expensive,large_cust_5823@example.com,555-02324,0,29.88,0.5,0
CUSTX-7824,Large Customer User 5824,53,Auto,2850.03,8,3,0,0,Too expensive,large_cust_5824@example.com,555-02325,0,17.74,0.38,0
CUSTX-7825,Large Customer User 5825,25,Home,1075.01,0,3,5,3,Average,large_cust_5825@example.com,555-02326,1,43.79,3.0,1
CUSTX-7826,Large Customer User 5826,31,Auto,684.73,0,4,5,6,Will renew,large_cust_5826@example.com,555-02327,1,40.67,4.0,0
CUSTX-7827,Large Customer User 5827,46,Health,2578.68,6,2,2,5,Too expensive,large_cust_5827@example.com,555-02328,1,9.49,0.33,0
CUSTX-7828,Large Customer User 5828,82,Life,1441.45,3,3,3,1,Will renew,large_cust_5828@example.com,555-02329,0,27.8,1.0,0
CUSTX-7829,Large Customer User 5829,70,Home,543.03,5,3,3,6,Will renew,large_cust_5829@example.com,555-02330,0,48.88,0.6,0
CUSTX-7830,Large Customer User 5830,72,Home,2428.01,7,2,3,5,Great service,large_cust_5830@example.com,555-02331,0,9.29,0.29,0
CUSTX-7831,Large Customer User 5831,43,Home,1019.2,3,3,3,9,Great service,large_cust_5831@example.com,555-02332,1,39.53,1.0,0
CUSTX-7832,Large Customer User 5832,54,Auto,1529.65,2,4,5,5,Average,large_cust_5832@example.com,555-02333,1,36.07,2.0,1
CUSTX-7833,Large Customer User 5833,84,Auto,1863.97,3,4,2,10,Great service,large_cust_5833@example.com,555-02334,0,24.16,1.33,0
CUSTX-7834,Large Customer User 5834,31,Auto,1439.22,8,3,0,2,Great service,large_cust_5834@example.com,555-02335,0,44.85,0.38,0
CUSTX-7835,Large Customer User 5835,85,Auto,926.81,2,3,4,7,Average,large_cust_5835@example.com,555-02336,1,10.29,1.5,0
CUSTX-7836,Large Customer User 5836,59,Home,2299.86,8,4,5,4,Too expensive,large_cust_5836@example.com,555-02337,0,18.06,0.5,0
CUSTX-7837,Large Customer User 5837,48,Life,2507.03,8,1,5,5,Too expensive,large_cust_5837@example.com,555-02338,1,12.39,0.12,0
CUSTX-7838,Large Customer User 5838,82,Life,524.55,2,0,3,2,Too expensive,large_cust_5838@example.com,555-02339,0,13.97,0.0,0
CUSTX-7839,Large Customer User 5839,34,Life,1844.33,0,0,2,1,Will renew,large_cust_5839@example.com,555-02340,0,44.75,0.0,0
CUSTX-7840,Large Customer User 5840,66,Life,2072.05,4,4,1,4,Average,large_cust_5840@example.com,555-02341,0,33.1,1.0,0
CUSTX-7841,Large Customer User 5841,73,Auto,2835.77,10,1,4,8,Too expensive,large_cust_5841@example.com,555-02342,1,17.6,0.1,0
CUSTX-7842,Large Customer User 5842,55,Life,1909.15,9,4,1,8,Will renew,large_cust_5842@example.com,555-02343,0,35.08,0.44,0
CUSTX-7843,Large Customer User 5843,82,Home,1023.27,3,1,0,3,Too expensive,large_cust_5843@example.com,555-02344,0,26.4,0.33,0
CUSTX-7844,Large Customer User 5844,22,Life,1308.34,8,3,0,2,Average,large_cust_5844@example.com,555-02345,0,27.52,0.38,0
CUSTX-7845,Large Customer User 5845,37,Life,1101.93,6,4,3,6,Will renew,large_cust_5845@example.com,555-02346,1,8.52,0.67,0
CUSTX-7846,Large Customer User 5846,49,Life,2888.4,2,3,5,4,Great service,large_cust_5846@example.com,555-02347,1,30.11,1.5,0
CUSTX-7847,Large Customer User 5847,77,Health,2130.23,5,2,1,0,Too expensive,large_cust_5847@example.com,555-02348,0,32.76,0.4,0
CUSTX-7848,Large Customer User 5848,46,Life,1456.14,3,0,1,0,Average,large_cust_5848@example.com,555-02349,0,9.23,0.0,0
CUSTX-7849,Large Customer User 5849,69,Health,2789.52,9,5,4,0,Poor support,large_cust_5849@example.com,555-02350,0,6.98,0.56,0
CUSTX-7850,Large Customer User 5850,54,Health,1185.43,0,4,0,9,Too expensive,large_cust_5850@example.com,555-02351,0,26.31,4.0,1
CUSTX-7851,Large Customer User 5851,35,Auto,595.48,2,1,0,9,Poor support,large_cust_5851@example.com,555-02352,1,42.53,0.5,0
CUSTX-7852,Large Customer User 5852,37,Auto,640.12,5,1,5,0,Average,large_cust_5852@example.com,555-02353,0,42.68,0.2,0
CUSTX-7853,Large Customer User 5853,62,Health,2744.34,5,3,1,9,Great service,large_cust_5853@example.com,555-02354,0,7.92,0.6,0
CUSTX-7854,Large Customer User 5854,40,Health,2322.39,7,5,0,2,Too expensive,large_cust_5854@example.com,555-02355,0,33.59,0.71,0
CUSTX-7855,Large Customer User 5855,22,Health,1277.91,1,5,4,5,Great service,large_cust_5855@example.com,555-02356,1,10.23,5.0,1
CUSTX-7856,Large Customer User 5856,33,Auto,956.25,5,1,0,2,Too expensive,large_cust_5856@example.com,555-02357,0,33.71,0.2,0
CUSTX-7857,Large Customer User 5857,80,Home,703.19,4,1,5,3,Average,large_cust_5857@example.com,555-02358,1,7.4,0.25,0
CUSTX-7858,Large Customer User 5858,58,Home,945.01,5,2,1,9,Too expensive,large_cust_5858@example.com,555-02359,0,49.07,0.4,0
CUSTX-7859,Large Customer User 5859,55,Health,2243.9,7,5,2,1,Too expensive,large_cust_5859@example.com,555-02360,0,6.65,0.71,0
CUSTX-7860,Large Customer User 5860,71,Home,889.26,6,2,4,3,Average,large_cust_5860@example.com,555-02361,0,36.48,0.33,0
CUSTX-7861,Large Customer User 5861,56,Home,726.89,3,0,1,4,Poor support,large_cust_5861@example.com,555-02362,1,11.29,0.0,0
CUSTX-7862,Large Customer User 5862,63,Life,1430.71,9,0,3,10,Great service,large_cust_5862@example.com,555-02363,1,12.14,0.0,0
CUSTX-7863,Large Customer User 5863,82,Home,1336.78,2,3,5,1,Great service,large_cust_5863@example.com,555-02364,1,24.76,1.5,0
CUSTX-7864,Large Customer User 5864,80,Life,1983.94,6,5,5,6,Will renew,large_cust_5864@example.com,555-02365,1,20.2,0.83,0
CUSTX-7865,Large Customer User 5865,73,Auto,1250.43,1,4,1,8,Too expensive,large_cust_5865@example.com,555-02366,0,28.05,4.0,1
CUSTX-7866,Large Customer User 5866,60,Home,2716.49,3,1,5,8,Average,large_cust_5866@example.com,555-02367,1,40.49,0.33,0
CUSTX-7867,Large Customer User 5867,28,Home,2925.81,5,0,2,2,Too expensive,large_cust_5867@example.com,555-02368,0,44.73,0.0,0
CUSTX-7868,Large Customer User 5868,60,Life,1268.82,3,1,1,3,Great service,large_cust_5868@example.com,555-02369,0,26.48,0.33,0
CUSTX-7869,Large Customer User 5869,66,Health,749.78,6,5,4,10,Poor support,large_cust_5869@example.com,555-02370,0,36.78,0.83,0
CUSTX-7870,Large Customer User 5870,34,Health,1468.93,6,5,2,2,Will renew,large_cust_5870@example.com,555-02371,0,22.72,0.83,0
CUSTX-7871,Large Customer User 5871,31,Life,1367.17,0,1,5,9,Average,large_cust_5871@example.com,555-02372,1,20.29,1.0,0
CUSTX-7872,Large Customer User 5872,22,Home,2026.42,10,0,3,1,Average,large_cust_5872@example.com,555-02373,0,24.59,0.0,0
CUSTX-7873,Large Customer User 5873,65,Auto,1460.17,2,3,1,6,Average,large_cust_5873@example.com,555-02374,0,48.13,1.5,0
CUSTX-7874,Large Customer User 5874,75,Life,948.79,8,0,3,10,Great service,large_cust_5874@example.com,555-02375,1,34.51,0.0,0
CUSTX-7875,Large Customer User 5875,73,Health,2508.88,5,5,0,2,Great service,large_cust_5875@example.com,555-02376,0,26.88,1.0,0
CUSTX-7876,Large Customer User 5876,73,Health,1556.14,6,4,0,4,Will renew,large_cust_5876@example.com,555-02377,0,21.78,0.67,0
CUSTX-7877,Large Customer User 5877,82,Auto,2280.06,1,4,4,5,Too expensive,large_cust_5877@example.com,555-02378,0,5.31,4.0,0
CUSTX-7878,Large Customer User 5878,55,Health,994.03,6,0,4,7,Poor support,large_cust_5878@example.com,555-02379,1,21.52,0.0,0
CUSTX-7879,Large Customer User 5879,69,Home,1130.82,4,2,2,10,Average,large_cust_5879@example.com,555-02380,1,21.06,0.5,0
CUSTX-7880,Large Customer User 5880,24,Health,1616.93,0,0,2,10,Too expensive,large_cust_5880@example.com,555-02381,1,12.89,0.0,0
CUSTX-7881,Large Customer User 5881,34,Home,815.14,7,3,1,10,Will renew,large_cust_5881@example.com,555-02382,1,30.61,0.43,0
CUSTX-7882,Large Customer User 5882,27,Health,691.34,2,0,2,0,Will renew,large_cust_5882@example.com,555-02383,0,49.11,0.0,0
CUSTX-7883,Large Customer User 5883,32,Life,1344.43,6,5,5,4,Great service,large_cust_5883@example.com,555-02384,1,42.66,0.83,0
CUSTX-7884,Large Customer User 5884,77,Home,2912.9,4,4,1,9,Great service,large_cust_5884@example.com,555-02385,0,21.84,1.0,0
CUSTX-7885,Large Customer User 5885,82,Home,1038.02,2,4,3,4,Average,large_cust_5885@example.com,555-02386,0,17.27,2.0,1
CUSTX-7886,Large Customer User 5886,74,Home,1017.84,2,5,3,10,Too expensive,large_cust_5886@example.com,555-02387,1,5.81,2.5,1
CUSTX-7887,Large Customer User 5887,63,Life,1052.64,9,5,4,4,Will renew,large_cust_5887@example.com,555-02388,0,22.51,0.56,0
CUSTX-7888,Large Customer User 5888,23,Home,1357.38,7,3,2,5,Will renew,large_cust_5888@example.com,555-02389,0,36.4,0.43,0
CUSTX-7889,Large Customer User 5889,71,Life,1139.23,9,4,0,10,Great service,large_cust_5889@example.com,555-02390,0,14.34,0.44,0
CUSTX-7890,Large Customer User 5890,69,Home,1260.08,10,4,2,7,Will renew,large_cust_5890@example.com,555-02391,0,20.82,0.4,0
CUSTX-7891,Large Customer User 5891,77,Home,1538.48,8,3,0,4,Poor support,large_cust_5891@example.com,555-02392,0,32.32,0.38,0
CUSTX-7892,Large Customer User 5892,37,Health,742.45,1,1,1,3,Will renew,large_cust_5892@example.com,555-02393,1,23.38,1.0,0
CUSTX-7893,Large Customer User 5893,49,Life,1545.45,5,5,4,4,Will renew,large_cust_5893@example.com,555-02394,0,29.1,1.0,0
CUSTX-7894,Large Customer User 5894,72,Home,1062.75,7,1,3,7,Poor support,large_cust_5894@example.com,555-02395,0,17.98,0.14,0
CUSTX-7895,Large Customer User 5895,64,Health,2407.34,10,5,5,2,Poor support,large_cust_5895@example.com,555-02396,1,23.46,0.5,0
CUSTX-7896,Large Customer User 5896,25,Health,2047.19,9,4,1,9,Great service,large_cust_5896@example.com,555-02397,1,19.63,0.44,0
CUSTX-7897,Large Customer User 5897,53,Health,916.15,10,5,5,7,Will renew,large_cust_5897@example.com,555-02398,1,28.01,0.5,0
CUSTX-7898,Large Customer User 5898,46,Home,2625.77,5,3,1,7,Average,large_cust_5898@example.com,555-02399,1,10.97,0.6,0
CUSTX-7899,Large Customer User 5899,30,Home,2736.11,7,3,1,9,Too expensive,large_cust_5899@example.com,555-02400,0,48.78,0.43,0
CUSTX-7900,Large Customer User 5900,36,Auto,2509.22,3,0,2,2,Poor support,large_cust_5900@example.com,555-02401,0,44.02,0.0,0
CUSTX-7901,Large Customer User 5901,82,Auto,2655.42,4,5,0,6,Poor support,large_cust_5901@example.com,555-02402,0,26.64,1.25,0
CUSTX-7902,Large Customer User 5902,29,Health,1232.41,5,5,3,0,Poor support,large_cust_5902@example.com,555-02403,0,40.43,1.0,0
CUSTX-7903,Large Customer User 5903,35,Home,864.96,1,5,2,9,Poor support,large_cust_5903@example.com,555-02404,1,14.45,5.0,1
CUSTX-7904,Large Customer User 5904,34,Life,1325.06,7,1,5,1,Average,large_cust_5904@example.com,555-02405,1,18.29,0.14,0
CUSTX-7905,Large Customer User 5905,78,Home,1326.65,9,1,3,4,Will renew,large_cust_5905@example.com,555-02406,1,17.98,0.11,0
CUSTX-7906,Large Customer User 5906,50,Life,2700.43,4,4,4,5,Poor support,large_cust_5906@example.com,555-02407,0,37.09,1.0,0
CUSTX-7907,Large Customer User 5907,59,Home,886.1,2,2,5,2,Great service,large_cust_5907@example.com,555-02408,0,43.29,1.0,0
CUSTX-7908,Large Customer User 5908,60,Health,870.91,5,4,0,4,Poor support,large_cust_5908@example.com,555-02409,0,32.83,0.8,0
CUSTX-7909,Large Customer User 5909,43,Health,2931.01,9,2,5,2,Poor support,large_cust_5909@example.com,555-02410,1,34.18,0.22,0
CUSTX-7910,Large Customer User 5910,83,Home,938.47,10,2,3,0,Too expensive,large_cust_5910@example.com,555-02411,0,11.75,0.2,0
CUSTX-7911,Large Customer User 5911,37,Home,2124.99,7,0,2,7,Too expensive,large_cust_5911@example.com,555-02412,0,21.36,0.0,0
CUSTX-7912,Large Customer User 5912,26,Auto,1496.23,8,4,0,5,Great service,large_cust_5912@example.com,555-02413,0,25.1,0.5,0
CUSTX-7913,Large Customer User 5913,53,Health,1111.73,10,5,5,2,Too expensive,large_cust_5913@example.com,555-02414,1,6.81,0.5,0
CUSTX-7914,Large Customer User 5914,56,Home,1879.94,1,2,0,3,Too expensive,large_cust_5914@example.com,555-02415,1,31.36,2.0,1
CUSTX-7915,Large Customer User 5915,83,Auto,1660.68,5,3,4,0,Poor support,large_cust_5915@example.com,555-02416,1,8.75,0.6,0
CUSTX-7916,Large Customer User 5916,47,Health,749.69,9,4,4,3,Great service,large_cust_5916@example.com,555-02417,0,37.4,0.44,0
CUSTX-7917,Large Customer User 5917,78,Life,2443.49,10,0,1,9,Poor support,large_cust_5917@example.com,555-02418,0,32.06,0.0,0
CUSTX-7918,Large Customer User 5918,85,Life,2077.82,7,2,2,8,Will renew,large_cust_5918@example.com,555-02419,0,16.21,0.29,0
CUSTX-7919,Large Customer User 5919,57,Health,2194.61,10,1,4,4,Great service,large_cust_5919@example.com,555-02420,0,19.36,0.1,0
CUSTX-7920,Large Customer User 5920,82,Life,1739.47,6,3,1,1,Will renew,large_cust_5920@example.com,555-02421,0,42.02,0.5,0
CUSTX-7921,Large Customer User 5921,46,Health,2446.98,4,4,1,3,Great service,large_cust_5921@example.com,555-02422,0,35.81,1.0,0
CUSTX-7922,Large Customer User 5922,48,Home,1927.52,2,1,1,5,Will renew,large_cust_5922@example.com,555-02423,0,34.82,0.5,0
CUSTX-7923,Large Customer User 5923,63,Home,2891.77,9,2,3,10,Average,large_cust_5923@example.com,555-02424,0,26.24,0.22,0
CUSTX-7924,Large Customer User 5924,60,Health,1426.98,5,2,2,5,Will renew,large_cust_5924@example.com,555-02425,1,22.71,0.4,0
CUSTX-7925,Large Customer User 5925,75,Life,514.18,6,3,3,0,Great service,large_cust_5925@example.com,555-02426,0,41.83,0.5,0
CUSTX-7926,Large Customer User 5926,47,Health,1021.52,4,3,5,4,Average,large_cust_5926@example.com,555-02427,1,30.11,0.75,0
CUSTX-7927,Large Customer User 5927,47,Home,2493.69,7,1,4,8,Average,large_cust_5927@example.com,555-02428,1,37.53,0.14,0
CUSTX-7928,Large Customer User 5928,82,Home,2880.11,6,3,0,10,Average,large_cust_5928@example.com,555-02429,0,49.41,0.5,0
CUSTX-7929,Large Customer User 5929,70,Auto,648.29,5,2,0,10,Poor support,large_cust_5929@example.com,555-02430,0,11.04,0.4,0
CUSTX-7930,Large Customer User 5930,31,Auto,1311.36,2,4,5,6,Poor support,large_cust_5930@example.com,555-02431,1,16.04,2.0,1
CUSTX-7931,Large Customer User 5931,55,Life,1891.69,2,5,2,0,Average,large_cust_5931@example.com,555-02432,1,45.73,2.5,0
CUSTX-7932,Large Customer User 5932,79,Home,2368.18,5,2,1,2,Average,large_cust_5932@example.com,555-02433,0,16.49,0.4,0
CUSTX-7933,Large Customer User 5933,24,Auto,850.67,6,0,5,6,Will renew,large_cust_5933@example.com,555-02434,1,21.81,0.0,0
CUSTX-7934,Large Customer User 5934,77,Auto,2989.14,8,5,4,5,Great service,large_cust_5934@example.com,555-02435,0,30.44,0.62,0
CUSTX-7935,Large Customer User 5935,36,Auto,1829.41,9,1,4,1,Poor support,large_cust_5935@example.com,555-02436,0,41.8,0.11,0
CUSTX-7936,Large Customer User 5936,81,Life,1628.22,10,4,5,2,Poor support,large_cust_5936@example.com,555-02437,1,28.75,0.4,0
CUSTX-7937,Large Customer User 5937,77,Auto,2723.49,4,0,3,9,Too expensive,large_cust_5937@example.com,555-02438,0,19.51,0.0,0
CUSTX-7938,Large Customer User 5938,41,Home,1147.13,10,5,1,9,Will renew,large_cust_5938@example.com,555-02439,0,46.64,0.5,0
CUSTX-7939,Large Customer User 5939,41,Auto,972.12,4,4,1,3,Too expensive,large_cust_5939@example.com,555-02440,1,29.3,1.0,0
CUSTX-7940,Large Customer User 5940,30,Life,1318.65,10,3,2,3,Too expensive,large_cust_5940@example.com,555-02441,0,47.13,0.3,0
CUSTX-7941,Large Customer User 5941,49,Health,2430.86,7,0,0,2,Too expensive,large_cust_5941@example.com,555-02442,0,22.12,0.0,0
CUSTX-7942,Large Customer User 5942,79,Auto,1596.37,6,1,1,3,Too expensive,large_cust_5942@example.com,555-02443,0,39.05,0.17,0
CUSTX-7943,Large Customer User 5943,37,Home,2851.74,5,1,5,9,Great service,large_cust_5943@example.com,555-02444,1,40.99,0.2,0
CUSTX-7944,Large Customer User 5944,68,Health,1694.95,7,3,4,1,Great service,large_cust_5944@example.com,555-02445,0,20.96,0.43,0
CUSTX-7945,Large Customer User 5945,61,Health,2591.34,4,5,3,10,Poor support,large_cust_5945@example.com,555-02446,0,5.71,1.25,0
CUSTX-7946,Large Customer User 5946,57,Home,2324.07,2,0,2,0,Will renew,large_cust_5946@example.com,555-02447,1,12.01,0.0,0
CUSTX-7947,Large Customer User 5947,82,Health,2405.72,3,2,0,9,Too expensive,large_cust_5947@example.com,555-02448,0,23.87,0.67,0
CUSTX-7948,Large Customer User 5948,44,Auto,2840.73,2,1,1,10,Poor support,large_cust_5948@example.com,555-02449,0,14.18,0.5,0
CUSTX-7949,Large Customer User 5949,73,Health,2063.28,5,0,2,9,Great service,large_cust_5949@example.com,555-02450,1,38.07,0.0,0
CUSTX-7950,Large Customer User 5950,40,Home,2783.94,6,1,0,8,Great service,large_cust_5950@example.com,555-02451,0,5.67,0.17,0
CUSTX-7951,Large Customer User 5951,50,Health,730.31,7,4,0,1,Too expensive,large_cust_5951@example.com,555-02452,0,43.56,0.57,0
CUSTX-7952,Large Customer User 5952,22,Auto,1278.58,2,4,3,4,Poor support,large_cust_5952@example.com,555-02453,0,27.18,2.0,1
CUSTX-7953,Large Customer User 5953,47,Health,814.58,2,0,4,2,Average,large_cust_5953@example.com,555-02454,1,44.91,0.0,0
CUSTX-7954,Large Customer User 5954,35,Life,1124.45,10,3,2,2,Too expensive,large_cust_5954@example.com,555-02455,0,19.76,0.3,0
CUSTX-7955,Large Customer User 5955,69,Auto,2153.0,6,1,4,0,Too expensive,large_cust_5955@example.com,555-02456,0,33.56,0.17,0
CUSTX-7956,Large Customer User 5956,52,Health,904.71,9,1,2,0,Poor support,large_cust_5956@example.com,555-02457,0,49.67,0.11,0
CUSTX-7957,Large Customer User 5957,80,Life,2053.28,1,4,4,7,Too expensive,large_cust_5957@example.com,555-02458,1,16.49,4.0,0
CUSTX-7958,Large Customer User 5958,84,Life,2430.02,1,4,3,10,Poor support,large_cust_5958@example.com,555-02459,1,33.9,4.0,1
CUSTX-7959,Large Customer User 5959,38,Health,736.46,1,2,3,1,Will renew,large_cust_5959@example.com,555-02460,1,49.29,2.0,1
CUSTX-7960,Large Customer User 5960,32,Home,2915.73,6,4,4,2,Too expensive,large_cust_5960@example.com,555-02461,0,42.8,0.67,0
CUSTX-7961,Large Customer User 5961,50,Auto,2439.78,8,4,1,5,Will renew,large_cust_5961@example.com,555-02462,0,21.32,0.5,0
CUSTX-7962,Large Customer User 5962,51,Home,2234.24,5,5,4,2,Too expensive,large_cust_5962@example.com,555-02463,0,29.34,1.0,0
CUSTX-7963,Large Customer User 5963,76,Health,2645.74,6,3,2,0,Poor support,large_cust_5963@example.com,555-02464,0,19.49,0.5,0
CUSTX-7964,Large Customer User 5964,60,Auto,500.88,10,4,2,8,Great service,large_cust_5964@example.com,555-02465,0,38.98,0.4,0
CUSTX-7965,Large Customer User 5965,39,Home,859.48,6,3,1,3,Too expensive,large_cust_5965@example.com,555-02466,0,42.54,0.5,0
CUSTX-7966,Large Customer User 5966,31,Home,1065.76,6,5,2,2,Too expensive,large_cust_5966@example.com,555-02467,0,24.95,0.83,0
CUSTX-7967,Large Customer User 5967,57,Home,2401.46,1,5,0,10,Poor support,large_cust_5967@example.com,555-02468,0,18.45,5.0,1
CUSTX-7968,Large Customer User 5968,37,Life,1853.15,2,5,4,7,Great service,large_cust_5968@example.com,555-02469,0,22.17,2.5,1
CUSTX-7969,Large Customer User 5969,54,Life,782.09,9,3,3,6,Too expensive,large_cust_5969@example.com,555-02470,0,28.53,0.33,0
CUSTX-7970,Large Customer User 5970,33,Health,2994.01,5,3,4,9,Poor support,large_cust_5970@example.com,555-02471,0,7.55,0.6,0
CUSTX-7971,Large Customer User 5971,35,Life,2662.92,4,5,2,4,Average,large_cust_5971@example.com,555-02472,0,8.74,1.25,0
CUSTX-7972,Large Customer User 5972,34,Life,2282.74,9,5,3,3,Great service,large_cust_5972@example.com,555-02473,0,49.88,0.56,0
CUSTX-7973,Large Customer User 5973,84,Auto,1901.68,9,3,4,6,Will renew,large_cust_5973@example.com,555-02474,0,9.85,0.33,0
CUSTX-7974,Large Customer User 5974,34,Health,1939.06,5,4,0,3,Poor support,large_cust_5974@example.com,555-02475,0,37.32,0.8,0
CUSTX-7975,Large Customer User 5975,27,Health,1368.26,9,3,3,7,Great service,large_cust_5975@example.com,555-02476,1,14.72,0.33,0
CUSTX-7976,Large Customer User 5976,45,Health,560.36,4,5,2,1,Average,large_cust_5976@example.com,555-02477,0,21.14,1.25,0
CUSTX-7977,Large Customer User 5977,66,Life,1380.95,7,5,1,4,Too expensive,large_cust_5977@example.com,555-02478,0,14.42,0.71,0
CUSTX-7978,Large Customer User 5978,63,Home,2351.76,7,4,2,2,Average,large_cust_5978@example.com,555-02479,0,42.29,0.57,0
CUSTX-7979,Large Customer User 5979,34,Health,2785.43,6,1,0,10,Too expensive,large_cust_5979@example.com,555-02480,0,16.91,0.17,0
CUSTX-7980,Large Customer User 5980,84,Home,1376.48,2,0,3,5,Will renew,large_cust_5980@example.com,555-02481,1,18.97,0.0,0
CUSTX-7981,Large Customer User 5981,59,Auto,2391.93,6,0,4,2,Will renew,large_cust_5981@example.com,555-02482,1,46.16,0.0,0
CUSTX-7982,Large Customer User 5982,73,Auto,2630.52,8,3,1,5,Average,large_cust_5982@example.com,555-02483,0,32.6,0.38,0
CUSTX-7983,Large Customer User 5983,32,Home,1309.59,0,2,1,7,Too expensive,large_cust_5983@example.com,555-02484,1,16.04,2.0,1
CUSTX-7984,Large Customer User 5984,50,Health,1600.89,0,4,1,2,Poor support,large_cust_5984@example.com,555-02485,0,30.03,4.0,1
CUSTX-7985,Large Customer User 5985,46,Life,1530.81,6,3,4,9,Average,large_cust_5985@example.com,555-02486,0,41.15,0.5,0
CUSTX-7986,Large Customer User 5986,55,Home,1578.29,5,5,2,3,Average,large_cust_5986@example.com,555-02487,1,43.7,1.0,0
CUSTX-7987,Large Customer User 5987,53,Life,2488.89,1,4,4,2,Great service,large_cust_5987@example.com,555-02488,0,41.33,4.0,0
CUSTX-7988,Large Customer User 5988,51,Auto,2300.27,8,2,5,10,Poor support,large_cust_5988@example.com,555-02489,1,32.85,0.25,0
CUSTX-7989,Large Customer User 5989,85,Life,1977.66,0,0,0,2,Poor support,large_cust_5989@example.com,555-02490,0,44.04,0.0,0
CUSTX-7990,Large Customer User 5990,40,Auto,659.44,4,5,2,1,Will renew,large_cust_5990@example.com,555-02491,0,27.09,1.25,0
CUSTX-7991,Large Customer User 5991,39,Life,2965.52,7,2,1,10,Too expensive,large_cust_5991@example.com,555-02492,0,30.64,0.29,0
CUSTX-7992,Large Customer User 5992,74,Auto,860.58,9,4,4,10,Average,large_cust_5992@example.com,555-02493,1,31.44,0.44,0
CUSTX-7993,Large Customer User 5993,31,Home,2034.63,2,4,4,6,Too expensive,large_cust_5993@example.com,555-02494,1,6.33,2.0,0
CUSTX-7994,Large Customer User 5994,85,Health,2321.67,1,5,2,1,Poor support,large_cust_5994@example.com,555-02495,0,36.34,5.0,1
CUSTX-7995,Large Customer User 5995,39,Health,2618.16,4,2,1,1,Great service,large_cust_5995@example.com,555-02496,0,13.31,0.5,0
CUSTX-7996,Large Customer User 5996,73,Life,1001.52,10,0,2,10,Great service,large_cust_5996@example.com,555-02497,0,44.57,0.0,0
CUSTX-7997,Large Customer User 5997,29,Auto,2955.03,5,4,0,10,Great service,large_cust_5997@example.com,555-02498,1,19.71,0.8,0
CUSTX-7998,Large Customer User 5998,61,Health,569.13,5,1,4,9,Too expensive,large_cust_5998@example.com,555-02499,0,29.08,0.2,0
CUSTX-7999,Large Customer User 5999,66,Home,742.41,9,3,5,2,Will renew,large_cust_5999@example.com,555-02500,1,11.7,0.33,0
CUSTX-8000,Large Customer User 6000,82,Life,2236.95,5,2,3,9,Poor support,large_cust_6000@example.com,555-02001,1,19.79,0.4,0
CUSTX-8001,Large Customer User 6001,35,Home,1635.76,3,5,0,7,Too expensive,large_cust_6001@example.com,555-02002,0,26.63,1.67,1
